1, 10
2, 1
3, 78
4, 76
5, 1
6, 72
7, 70
8, 1
9, 2
10, 0
11, 2
12, 38
13, 35
14, 33
15, 1
16, 71
17, 2
18, 0
19, 2
20, 34
21, 0
22, 70
23, 73
24, 69
25, 75
26, 70
27, 29
28, 0
29, 4
30, 0
31, 2
32, 0
33, 19
34, 20
35, 33
36, 17
37, 0
38, 91
39, 0
40, 34
41, 47
42, 0
43, 13
44, 0
45, 44
46, 36
47, 0
48, 5
49, 0
50, 10
51, 14
52, 1
53, 5
54, 7
55, 47
56, 0
57, 11
58, 63
59, 17
60, 11
61, 19
62, 10
63, 1
64, 0
65, 25
66, 19
67, 14
68, 46
69, 31
70, 10
71, 0
72, 0
73, 0
74, 6
75, 0
76, 12
77, 63
78, 1
79, 44
80, 8
81, 9
82, 0
83, 32
84, 0
85, 38
86, 14
87, 35
88, 22
89, 19
90, 21
91, 62
92, 0
93, 26
94, 14
95, 11
96, 1
97, 0
98, 67
99, 20
100, 0
101, 4
102, 28
103, 1
104, 5
105, 28
106, 12
107, 20
108, 24
109, 16
110, 12
111, 1
112, 26
113, 1
114, 0
115, 25
116, 5
117, 52
118, 1
119, 12
120, 0
121, 25
122, 23
123, 0
124, 12
125, 12
126, 0
127, 53
128, 13
129, 39
130, 28
131, 1
132, 6
133, 6
134, 51
135, 37
136, 46
137, 1
138, 14
139, 1
140, 0
141, 4
142, 64
143, 1
144, 8
145, 0
146, 24
147, 0
148, 7
149, 12
150, 36
151, 44
152, 8
153, 11
154, 0
155, 41
156, 15
157, 38
158, 0
159, 46
160, 29
161, 8
162, 49
163, 25
164, 47
165, 1
166, 18
167, 65
168, 12
169, 34
170, 58
171, 0
172, 13
173, 39
174, 28
175, 1
176, 6
177, 6
178, 51
179, 37
180, 46
181, 1
182, 24
183, 1
184, 4
185, 63
186, 13
187, 41
188, 11
189, 1
190, 25
191, 0
192, 11
193, 59
194, 16
195, 1
196, 31
197, 0
198, 31
199, 0
200, 31
201, 25
202, 1
203, 6
204, 55
205, 62
206, 34
207, 1
208, 25
209, 14
210, 1
211, 34
212, 1
213, 0
214, 74
215, 20
216, 0
217, 2
218, 20
219, 0
220, 68
221, 66
222, 64
223, 67
224, 21
225, 0
226, 24
227, 72
228, 73
229, 68
230, 74
231, 73
232, 74
233, 74
234, 71
235, 75
236, 70
237, 72
238, 69
239, 13
240, 0
241, 76
242, 55
243, 0
244, 24
245, 0
246, 75
247, 69
248, 75
249, 72
250, 70
251, 68
252, 65
253, 63
254, 72
255, 65
256, 74
257, 71
258, 75
259, 75
260, 74
261, 76
262, 77
263, 70
264, 39
265, 0
266, 76
267, 55
268, 0
269, 21
270, 0
271, 72
272, 66
273, 59
274, 0
275, 20
276, 0
277, 66
278, 70
279, 63
280, 74
281, 72
282, 72
283, 39
284, 62
285, 0
286, 76
287, 55
288, 0
289, 25
290, 0
291, 36
292, 39
293, 63
294, 9
295, 0
296, 4
297, 2
298, 0
299, 55
300, 63
301, 2
302, 24
303, 0
304, 74
305, 74
306, 73
307, 71
308, 75
309, 74
310, 19
311, 0
312, 76
313, 55
314, 0
315, 4
316, 2
317, 0
318, 68
319, 6
320, 67
321, 42
322, 1
323, 12
324, 10
325, 0
326, 35
327, 0
328, 19
329, 17
330, 19
331, 8
332, 16
333, 10
334, 1
335, 64
336, 1
337, 0
338, 6
339, 69
340, 41
341, 1
342, 5
343, 11
344, 10
345, 12
346, 7
347, 13
348, 17
349, 49
350, 0
351, 8
352, 12
353, 37
354, 12
355, 0
356, 31
357, 0
358, 75
359, 10
360, 54
361, 55
362, 25
363, 21
364, 0
365, 13
366, 44
367, 21
368, 17
369, 1
370, 0
371, 42
372, 45
373, 34
374, 50
375, 17
376, 0
377, 58
