1, 16
2, 1
3, 57
4, 1
5, 48
6, 1
7, 42
8, 2
9, 20
10, 54
11, 12
12, 15
13, 62
14, 0
15, 22
16, 29
17, 42
18, 0
19, 62
20, 26
21, 61
22, 3
23, 10
24, 1
25, 25
26, 1
27, 48
28, 1
29, 42
30, 2
31, 20
32, 54
33, 12
34, 15
35, 65
36, 65
37, 40
38, 60
39, 0
40, 13
41, 45
42, 26
43, 15
44, 63
45, 15
46, 33
47, 13
48, 55
49, 18
50, 3
51, 0
52, 26
53, 61
54, 3
55, 20
56, 58
57, 39
58, 18
59, 2
60, 20
61, 54
62, 5
63, 6
64, 25
65, 0
66, 33
67, 0
68, 20
69, 34
70, 34
71, 42
72, 60
73, 31
74, 52
75, 44
76, 44
77, 32
78, 3
79, 0
80, 26
81, 16
82, 15
83, 77
84, 26
85, 21
86, 28
87, 3
88, 25
89, 3
90, 0
91, 27
92, 67
93, 70
94, 0
95, 17
96, 45
97, 15
98, 0
99, 23
100, 9
101, 12
102, 8
103, 34
104, 55
105, 19
106, 41
107, 9
108, 27
109, 29
110, 28
111, 28
112, 15
113, 13
114, 31
115, 27
116, 11
117, 6
118, 3
119, 19
120, 32
121, 11
122, 38
123, 38
124, 32
125, 47
126, 3
127, 8
128, 3
129, 2
130, 29
131, 21
132, 20
133, 18
134, 3
135, 3
136, 74
137, 43
138, 20
139, 58
140, 39
141, 18
142, 2
143, 20
144, 54
145, 5
146, 6
147, 25
148, 0
149, 33
150, 0
151, 20
152, 34
153, 34
154, 42
155, 60
156, 31
157, 52
158, 44
159, 44
160, 32
161, 3
162, 0
163, 26
164, 16
165, 15
166, 50
167, 26
168, 21
169, 28
170, 3
171, 25
172, 3
173, 0
174, 27
175, 60
176, 0
177, 17
178, 45
179, 15
180, 0
181, 23
182, 9
183, 12
184, 8
185, 34
186, 55
187, 19
188, 41
189, 9
190, 27
191, 29
192, 28
193, 28
194, 15
195, 13
196, 31
197, 27
198, 11
199, 6
200, 3
201, 19
202, 32
203, 11
204, 38
205, 38
206, 32
207, 47
208, 3
209, 8
