1, 1
2, 1
3, 13
4, 27
5, 13
6, 16
7, 1
8, 57
9, 1
10, 23
11, 23
12, 35
13, 39
14, 44
15, 27
16, 30
17, 40
18, 33
19, 32
20, 34
21, 1
22, 1
23, 13
24, 27
25, 13
26, 16
27, 1
28, 47
29, 1
30, 48
31, 1
32, 13
33, 23
34, 33
35, 59
36, 34
37, 27
38, 30
39, 40
40, 30
41, 32
42, 35
43, 7
44, 1
45, 13
46, 27
47, 13
48, 16
49, 1
50, 57
51, 1
52, 34
53, 1
54, 13
55, 23
56, 32
57, 50
58, 34
59, 27
60, 30
61, 40
62, 30
63, 32
64, 35
65, 7
66, 1
67, 13
68, 27
69, 13
70, 16
71, 1
72, 57
73, 1
74, 69
75, 1
76, 13
77, 23
78, 29
79, 75
80, 34
81, 27
82, 30
83, 40
84, 30
85, 32
86, 35
87, 7
88, 1
89, 1
90, 13
91, 27
92, 13
93, 16
94, 1
95, 57
96, 1
97, 17
98, 23
99, 29
100, 36
101, 38
102, 27
103, 30
104, 40
105, 30
106, 32
107, 35
108, 7
109, 1
110, 1
111, 13
112, 27
113, 13
114, 16
115, 1
116, 57
117, 1
118, 17
119, 23
120, 35
121, 36
122, 38
123, 27
124, 30
125, 40
126, 30
127, 32
128, 35
129, 7
130, 1
131, 1
132, 13
133, 27
134, 13
135, 16
136, 1
137, 22
138, 23
139, 34
140, 36
141, 43
142, 27
143, 30
144, 40
145, 30
146, 32
147, 34
148, 1
149, 1
150, 13
151, 27
152, 13
153, 16
154, 1
155, 47
156, 1
157, 51
158, 1
159, 13
160, 23
161, 31
162, 62
163, 34
164, 27
165, 30
166, 40
167, 30
168, 32
169, 35
170, 7
171, 1
172, 13
173, 27
174, 13
175, 16
176, 1
177, 57
178, 1
179, 31
180, 1
181, 13
182, 23
183, 29
184, 47
185, 34
186, 27
187, 30
188, 40
189, 36
190, 32
191, 35
192, 7
193, 1
194, 1
195, 13
196, 27
197, 13
198, 16
199, 1
200, 57
201, 1
202, 18
203, 23
204, 30
205, 36
206, 39
207, 27
208, 30
209, 40
210, 30
211, 32
212, 35
213, 7
214, 1
215, 1
216, 13
217, 27
218, 13
219, 16
220, 1
221, 57
222, 1
223, 22
224, 23
225, 34
226, 36
227, 43
228, 37
229, 43
230, 58
231, 30
232, 32
233, 35
234, 7
235, 1
236, 13
237, 27
238, 13
239, 16
240, 1
241, 57
242, 1
243, 17
244, 23
245, 35
246, 36
247, 38
248, 27
249, 30
250, 40
251, 30
252, 32
253, 35
254, 7
255, 1
256, 13
257, 27
258, 13
259, 16
260, 1
261, 47
262, 1
263, 54
264, 1
265, 13
266, 23
267, 32
268, 65
269, 34
270, 27
271, 30
272, 40
273, 30
274, 32
275, 35
276, 7
277, 1
278, 13
279, 27
280, 13
281, 16
282, 1
283, 57
284, 1
285, 17
286, 23
287, 33
288, 36
289, 38
290, 27
291, 30
292, 40
293, 30
294, 32
295, 35
296, 7
297, 1
298, 1
299, 13
300, 27
301, 13
302, 16
303, 1
304, 57
305, 1
306, 17
307, 23
308, 31
309, 36
310, 38
311, 27
312, 30
313, 40
314, 30
315, 32
316, 35
317, 7
318, 1
319, 13
320, 27
321, 13
322, 16
323, 1
324, 57
325, 1
326, 17
327, 23
328, 36
329, 36
330, 38
331, 27
332, 30
333, 40
334, 30
335, 32
336, 35
337, 7
338, 1
339, 1
340, 13
341, 27
342, 13
343, 16
344, 1
345, 17
346, 23
347, 30
348, 36
349, 38
350, 27
351, 30
352, 40
353, 30
354, 32
355, 34
356, 1
357, 1
358, 13
359, 27
360, 13
361, 16
362, 1
363, 47
364, 1
365, 27
366, 1
367, 13
368, 23
369, 31
370, 43
371, 34
372, 27
373, 30
374, 40
375, 30
376, 32
377, 35
378, 7
