1, 72
2, 72
3, 72
4, 72
5, 72
6, 72
7, 0
8, 57
9, 0
10, 35
11, 0
12, 6
13, 0
14, 35
15, 0
16, 5
17, 39
18, 47
19, 47
20, 39
21, 34
22, 0
23, 35
24, 2
25, 0
26, 30
27, 0
28, 14
29, 7
30, 7
31, 3
32, 0
33, 7
34, 19
35, 15
36, 3
37, 3
38, 0
39, 11
40, 0
41, 33
42, 34
43, 0
44, 35
45, 2
46, 0
47, 15
48, 9
49, 12
50, 20
51, 31
52, 0
53, 31
54, 47
55, 7
56, 0
57, 61
58, 5
59, 16
60, 37
61, 21
62, 41
63, 3
64, 17
65, 3
66, 0
67, 9
68, 32
69, 34
70, 3
71, 7
72, 14
73, 31
74, 19
75, 14
76, 9
77, 9
78, 3
79, 7
80, 3
81, 3
82, 15
83, 0
84, 27
85, 5
86, 17
87, 16
88, 9
89, 3
90, 8
91, 0
92, 28
93, 5
94, 9
95, 14
96, 32
97, 9
98, 3
99, 6
100, 0
101, 72
102, 72
103, 72
104, 72
105, 72
106, 72
107, 0
108, 78
109, 0
110, 53
111, 47
112, 47
113, 47
114, 47
115, 47
116, 37
117, 0
118, 0
119, 36
120, 30
121, 30
122, 22
123, 0
124, 34
125, 20
126, 20
127, 19
128, 0
129, 60
130, 0
131, 55
132, 80
133, 93
134, 0
135, 6
136, 0
137, 35
138, 0
139, 43
140, 29
141, 25
142, 0
143, 35
144, 0
145, 51
146, 40
147, 0
148, 44
149, 0
150, 21
151, 29
152, 35
153, 3
154, 0
155, 35
156, 0
157, 39
158, 38
159, 0
160, 21
161, 29
162, 15
163, 18
164, 3
165, 0
166, 18
167, 0
168, 35
169, 0
170, 56
171, 40
172, 0
173, 46
174, 37
175, 0
176, 16
177, 0
178, 18
179, 40
180, 21
181, 30
182, 3
183, 0
184, 44
185, 21
186, 35
187, 0
188, 6
189, 0
190, 35
191, 0
192, 66
193, 56
194, 0
195, 71
196, 0
197, 16
198, 0
199, 18
200, 23
201, 40
202, 3
203, 28
204, 3
205, 0
206, 32
207, 0
208, 24
209, 40
210, 3
211, 11
212, 0
213, 6
214, 72
215, 72
216, 72
217, 72
218, 72
219, 72
220, 0
221, 59
222, 0
223, 53
224, 47
225, 47
226, 47
227, 47
228, 47
229, 38
230, 0
231, 0
232, 36
233, 30
234, 30
235, 22
236, 0
237, 34
238, 20
239, 20
240, 19
241, 0
242, 60
243, 0
244, 50
245, 75
246, 88
247, 0
248, 6
249, 0
250, 35
251, 0
252, 12
253, 38
254, 29
255, 0
256, 35
257, 0
258, 15
259, 42
260, 0
261, 46
262, 0
263, 22
264, 33
265, 38
266, 3
267, 0
268, 35
269, 0
270, 39
271, 38
272, 0
273, 21
274, 29
275, 36
276, 3
277, 0
278, 18
279, 0
280, 35
281, 0
282, 46
283, 40
284, 0
285, 16
286, 0
287, 51
288, 0
289, 14
290, 0
291, 33
292, 0
293, 31
294, 0
295, 27
296, 15
297, 0
298, 13
299, 0
